Date,Open,High,Low,Close,Volume,Adj Close
2011-07-11,122.72,123.32,120.63,121.27,2274800,101.19
2011-07-12,120.62,122.55,120.3,120.93,1874500,100.91
2011-07-13,121.55,123.06,121.0,121.32,2604600,101.23
2011-07-14,122.06,122.13,119.5,119.9,2111100,100.05
2011-07-15,121.53,123.67,121.01,123.52,2990800,103.07
2011-07-18,123.17,123.4,121.56,122.83,2160900,102.49
2011-07-19,123.81,125.93,123.81,125.74,2579200,104.92
2011-07-20,125.74,125.93,124.59,125.67,2164600,104.99
2011-07-21,126.25,128.84,125.95,128.21,2510800,107.11
2011-07-22,127.9,128.75,126.64,128.47,1823900,107.33
2011-07-25,126.87,128.89,126.63,128.06,1582800,106.98
2011-07-26,128.25,129.26,127.25,127.73,1658200,106.71
2011-07-27,126.75,126.85,123.84,124.52,2081800,104.03
2011-07-28,124.62,126.49,123.83,124.63,1764500,104.12
2011-07-29,122.16,125.01,122.0,123.72,2353900,103.36
2011-08-01,125.7,125.95,122.63,124.06,2525300,103.64
2011-08-02,122.61,124.05,119.96,120.02,2992500,100.27
2011-08-03,120.21,120.42,114.95,118.45,4498200,98.95
2011-08-04,117.1,118.84,108.88,109.18,5390000,91.21
2011-08-05,110.61,112.0,101.75,106.7,4859500,89.14
2011-08-08,101.55,103.73,98.19,98.38,7946200,82.19
2011-08-09,100.32,102.83,94.47,102.13,6742100,85.32
2011-08-10,99.87,102.84,98.08,98.85,4678100,82.58
2011-08-11,99.9,104.77,98.55,103.12,4673700,86.15
2011-08-12,104.96,105.38,102.25,103.18,2643500,86.2
2011-08-15,104.4,106.26,103.98,105.42,2786600,88.07
2011-08-16,105.04,105.78,103.08,104.34,3740900,87.17
2011-08-17,105.24,107.31,104.45,104.89,2359300,87.63
2011-08-18,101.26,101.4,96.59,97.9,4241700,81.79
2011-08-19,96.5,99.91,96.45,97.03,3516200,81.06
2011-08-22,100.0,100.0,95.68,96.16,3244800,80.33
2011-08-23,96.18,100.29,95.5,100.26,3246100,83.76
2011-08-24,99.95,100.73,98.01,100.46,2674400,83.93
2011-08-25,100.98,101.81,98.41,98.98,2816400,82.69
2011-08-26,97.85,100.87,96.01,100.29,2984300,83.78
2011-08-29,101.78,103.32,101.38,103.24,2072400,86.25
2011-08-30,102.74,103.47,101.06,102.69,2949600,85.79
2011-08-31,103.61,104.92,101.92,103.07,4225900,86.11
2011-09-01,103.66,104.72,101.53,101.77,2573400,85.02
2011-09-02,99.62,99.76,98.13,98.65,4065100,82.41
2011-09-06,95.58,96.17,93.83,95.51,4605300,79.79
2011-09-07,97.25,99.76,96.57,99.62,2826000,83.22
2011-09-08,99.3,100.19,97.68,98.22,3311300,82.05
2011-09-09,96.64,97.49,94.42,95.12,3129000,79.46
2011-09-12,93.39,95.33,91.97,94.65,4557700,79.07
2011-09-13,95.0,95.23,92.59,93.49,5059700,78.1
2011-09-14,94.11,95.46,92.77,94.41,5320000,78.87
2011-09-15,95.76,97.98,95.15,97.81,3123900,81.71
2011-09-16,98.75,98.77,96.44,98.2,3783200,82.04
2011-09-19,96.0,96.5,94.0,95.69,3182300,79.94
2011-09-20,96.0,97.59,94.5,94.52,2630300,78.96
2011-09-21,94.31,95.97,91.3,91.35,4789600,76.31
2011-09-22,87.07,88.88,83.01,83.69,8165100,69.92
2011-09-23,82.91,84.57,81.8,82.73,5643800,69.11
2011-09-26,83.58,85.59,81.94,85.56,3835300,71.48
2011-09-27,87.97,88.5,85.34,85.86,4632500,71.73
2011-09-28,85.47,86.04,82.45,82.57,3586900,68.98
2011-09-29,84.53,85.23,81.04,82.88,3501800,69.24
2011-09-30,81.2,81.51,80.05,80.24,3910700,67.03
2011-10-03,79.15,79.63,76.47,76.5,4891200,63.91
2011-10-04,75.05,78.99,73.04,78.82,5200000,65.85
